observed brix,observed polarity, temp,corrected brix,corrected pol,normal recovery
18,22,31,18.26,5.35,3.545
18,23,31,18.26,5.60,3.72
18,24,31,18.26,5.84,3.888
18,25,31,18.26,6.08,4.056
18,26,31,18.26,6.32,4.224
18,27,31,18.26,6.57,4.399
18,28,31,18.26,6.81,4.567
18,29,31,18.26,7.05,4.735
18,30,31,18.26,7.30,4.91
18,31,31,18.26,7.54,5.078
18,32,31,18.26,7.78,5.246
18,33,31,18.26,8.02,5.414
18,34,31,18.26,8.27,5.589
18,35,31,18.26,8.51,5.757
18,36,31,18.26,8.76,5.932
18,37,31,18.26,9.00,6.1
18,38,31,18.26,9.24,6.268
18,39,31,18.26,9.49,6.443
18,40,31,18.26,9.73,6.611
18,41,31,18.26,9.97,6.779
18,42,31,18.26,10.22,6.954
18,43,31,18.26,10.46,7.122
18,44,31,18.26,10.70,7.29
18,45,31,18.26,10.95,7.465
18,46,31,18.26,11.19,7.633
18,47,31,18.26,11.43,7.801
18,48,31,18.26,11.68,7.976
18,49,31,18.26,11.92,8.144
18,50,31,18.26,12.16,8.312
18,51,31,18.26,12.41,8.487
18,52,31,18.26,12.65,8.655
18,53,31,18.26,12.89,8.823
18,54,31,18.26,13.14,8.998
18,55,31,18.26,13.38,9.166
18,56,31,18.26,13.62,9.334
18,57,31,18.26,13.87,9.509
18,58,31,18.26,14.11,9.677
18,59,31,18.26,14.35,9.845
18,60,31,18.26,14.60,10.02
18,61,31,18.26,14.84,10.188
18,62,31,18.26,15.08,10.356
18,63,31,18.26,15.33,10.531
18,64,31,18.26,15.57,10.699
18,65,31,18.26,15.81,10.867
18,66,31,18.26,16.06,11.042
18,67,31,18.26,16.30,11.21
18,68,31,18.26,16.54,11.378
18,69,31,18.26,16.79,11.553
18,70,31,18.26,17.03,11.721
18,71,31,18.26,17.27,11.889
18,72,31,18.26,17.52,12.064
18,73,31,18.26,17.76,12.232
18,74,31,18.26,18.00,12.4
18,10,32,18.34,2.43,1.501
18,11,32,18.34,2.68,1.676
18,12,32,18.34,2.92,1.844
18,13,32,18.34,3.16,2.012
18,14,32,18.34,3.41,2.187
18,15,32,18.34,3.65,2.355
18,16,32,18.34,3.89,2.523
18,17,32,18.34,4.14,2.698
18,18,32,18.34,4.38,2.866
18,19,32,18.34,4.62,3.034
18,20,32,18.34,4.87,3.209
18,21,32,18.34,5.11,3.377
18,22,32,18.34,5.35,3.545
18,23,32,18.34,5.60,3.72
18,24,32,18.34,5.84,3.888
18,25,32,18.34,6.08,4.056
18,26,32,18.34,6.32,4.224
18,27,32,18.34,6.57,4.399
18,28,32,18.34,6.81,4.567
18,29,32,18.34,7.05,4.735
18,30,32,18.34,7.30,4.91
18,31,32,18.34,7.54,5.078
18,32,32,18.34,7.78,5.246
18,33,32,18.34,8.02,5.414
18,34,32,18.34,8.27,5.589
18,35,32,18.34,8.51,5.757
18,36,32,18.34,8.76,5.932
18,37,32,18.34,9.00,6.1
18,38,32,18.34,9.24,6.268
18,39,32,18.34,9.49,6.443
18,40,32,18.34,9.73,6.611
18,41,32,18.34,9.97,6.779
18,42,32,18.34,10.22,6.954
18,43,32,18.34,10.46,7.122
18,44,32,18.34,10.70,7.29
18,45,32,18.34,10.95,7.465
18,46,32,18.34,11.19,7.633
18,47,32,18.34,11.43,7.801
18,48,32,18.34,11.68,7.976
18,49,32,18.34,11.92,8.144
18,50,32,18.34,12.16,8.312
18,51,32,18.34,12.41,8.487
18,52,32,18.34,12.65,8.655
18,53,32,18.34,12.89,8.823
18,54,32,18.34,13.14,8.998
18,55,32,18.34,13.38,9.166
18,56,32,18.34,13.62,9.334
18,57,32,18.34,13.87,9.509
18,58,32,18.34,14.11,9.677
18,59,32,18.34,14.35,9.845
18,60,32,18.34,14.60,10.02
18,61,32,18.34,14.84,10.188
18,62,32,18.34,15.08,10.356
18,63,32,18.34,15.33,10.531
18,64,32,18.34,15.57,10.699
18,65,32,18.34,15.81,10.867
18,66,32,18.34,16.06,11.042
18,67,32,18.34,16.30,11.21
18,68,32,18.34,16.54,11.378
18,69,32,18.34,16.79,11.553
18,70,32,18.34,17.03,11.721
18,71,32,18.34,17.27,11.889
18,72,32,18.34,17.52,12.064
18,73,32,18.34,17.76,12.232
18,74,32,18.34,18.00,12.4
18,10,33,18.42,2.43,1.501
18,11,33,18.42,2.68,1.676
18,12,33,18.42,2.92,1.844
18,13,33,18.42,3.16,2.012
18,14,33,18.42,3.41,2.187
18,15,33,18.42,3.65,2.355
18,16,33,18.42,3.89,2.523
18,17,33,18.42,4.14,2.698
18,18,33,18.42,4.38,2.866
18,19,33,18.42,4.62,3.034
18,20,33,18.42,4.87,3.209
18,21,33,18.42,5.11,3.377
18,22,33,18.42,5.35,3.545
18,23,33,18.42,5.60,3.72
18,24,33,18.42,5.84,3.888
18,25,33,18.42,6.08,4.056
18,26,33,18.42,6.32,4.224
18,27,33,18.42,6.57,4.399
18,28,33,18.42,6.81,4.567
18,29,33,18.42,7.05,4.735
18,30,33,18.42,7.30,4.91
18,31,33,18.42,7.54,5.078
18,32,33,18.42,7.78,5.246
18,33,33,18.42,8.02,5.414
18,34,33,18.42,8.27,5.589
18,35,33,18.42,8.51,5.757
18,36,33,18.42,8.76,5.932
18,37,33,18.42,9.00,6.1
18,38,33,18.42,9.24,6.268
18,39,33,18.42,9.49,6.443
18,40,33,18.42,9.73,6.611
18,41,33,18.42,9.97,6.779
18,42,33,18.42,10.22,6.954
18,43,33,18.42,10.46,7.122
18,44,33,18.42,10.70,7.29
18,45,33,18.42,10.95,7.465
18,46,33,18.42,11.19,7.633
18,47,33,18.42,11.43,7.801
18,48,33,18.42,11.68,7.976
18,49,33,18.42,11.92,8.144
18,50,33,18.42,12.16,8.312
18,51,33,18.42,12.41,8.487
18,52,33,18.42,12.65,8.655
18,53,33,18.42,12.89,8.823
18,54,33,18.42,13.14,8.998
18,55,33,18.42,13.38,9.166
18,56,33,18.42,13.62,9.334
18,57,33,18.42,13.87,9.509
18,58,33,18.42,14.11,9.677
18,59,33,18.42,14.35,9.845
18,60,33,18.42,14.60,10.02
18,61,33,18.42,14.84,10.188
18,62,33,18.42,15.08,10.356
18,63,33,18.42,15.33,10.531
18,64,33,18.42,15.57,10.699
18,65,33,18.42,15.81,10.867
18,66,33,18.42,16.06,11.042
18,67,33,18.42,16.30,11.21
18,68,33,18.42,16.54,11.378
18,69,33,18.42,16.79,11.553
18,70,33,18.42,17.03,11.721
18,71,33,18.42,17.27,11.889
18,72,33,18.42,17.52,12.064
18,73,33,18.42,17.76,12.232
18,74,33,18.42,18.00,12.4
18,10,34,18.5,2.43,1.501
18,11,34,18.5,2.68,1.676
18,12,34,18.5,2.92,1.844
18,13,34,18.5,3.16,2.012
18,14,34,18.5,3.41,2.187
18,15,34,18.5,3.65,2.355
18,16,34,18.5,3.89,2.523
18,17,34,18.5,4.14,2.698
18,18,34,18.5,4.38,2.866
18,19,34,18.5,4.62,3.034
18,20,34,18.5,4.87,3.209
18,21,34,18.5,5.11,3.377
18,22,34,18.5,5.35,3.545
18,23,34,18.5,5.60,3.72
18,24,34,18.5,5.84,3.888
18,25,34,18.5,6.08,4.056
18,26,34,18.5,6.32,4.224
18,27,34,18.5,6.57,4.399
18,28,34,18.5,6.81,4.567
18,29,34,18.5,7.05,4.735
18,30,34,18.5,7.30,4.91
18,31,34,18.5,7.54,5.078
18,32,34,18.5,7.78,5.246
18,33,34,18.5,8.02,5.414
18,34,34,18.5,8.27,5.589
18,35,34,18.5,8.51,5.757
18,36,34,18.5,8.76,5.932
18,37,34,18.5,9.00,6.1
18,38,34,18.5,9.24,6.268
18,39,34,18.5,9.49,6.443
18,40,34,18.5,9.73,6.611
18,41,34,18.5,9.97,6.779
18,42,34,18.5,10.22,6.954
18,43,34,18.5,10.46,7.122
18,44,34,18.5,10.70,7.29
18,45,34,18.5,10.95,7.465
18,46,34,18.5,11.19,7.633
18,47,34,18.5,11.43,7.801
18,48,34,18.5,11.68,7.976
18,49,34,18.5,11.92,8.144
18,50,34,18.5,12.16,8.312
18,51,34,18.5,12.41,8.487
18,52,34,18.5,12.65,8.655
18,53,34,18.5,12.89,8.823
18,54,34,18.5,13.14,8.998
18,55,34,18.5,13.38,9.166
18,56,34,18.5,13.62,9.334
18,57,34,18.5,13.87,9.509
18,58,34,18.5,14.11,9.677
18,59,34,18.5,14.35,9.845
18,60,34,18.5,14.60,10.02
18,61,34,18.5,14.84,10.188
18,62,34,18.5,15.08,10.356
18,63,34,18.5,15.33,10.531
18,64,34,18.5,15.57,10.699
18,65,34,18.5,15.81,10.867
18,66,34,18.5,16.06,11.042
18,67,34,18.5,16.30,11.21
18,68,34,18.5,16.54,11.378
18,69,34,18.5,16.79,11.553
18,70,34,18.5,17.03,11.721
18,71,34,18.5,17.27,11.889
18,72,34,18.5,17.52,12.064
18,73,34,18.5,17.76,12.232
18,74,34,18.5,18.00,12.4
18,10,35,18.59,2.43,1.501
18,11,35,18.59,2.68,1.676
18,12,35,18.59,2.92,1.844
18,13,35,18.59,3.16,2.012
18,14,35,18.59,3.41,2.187
18,15,35,18.59,3.65,2.355
18,16,35,18.59,3.89,2.523
18,17,35,18.59,4.14,2.698
18,18,35,18.59,4.38,2.866
18,19,35,18.59,4.62,3.034
18,20,35,18.59,4.87,3.209
18,21,35,18.59,5.11,3.377
18,22,35,18.59,5.35,3.545
18,23,35,18.59,5.60,3.72
18,24,35,18.59,5.84,3.888
18,25,35,18.59,6.08,4.056
18,26,35,18.59,6.32,4.224
18,27,35,18.59,6.57,4.399
18,28,35,18.59,6.81,4.567
18,29,35,18.59,7.05,4.735
18,30,35,18.59,7.30,4.91
18,31,35,18.59,7.54,5.078
18,32,35,18.59,7.78,5.246
18,33,35,18.59,8.02,5.414
18,34,35,18.59,8.27,5.589
18,35,35,18.59,8.51,5.757
18,36,35,18.59,8.76,5.932
18,37,35,18.59,9.00,6.1
18,38,35,18.59,9.24,6.268
18,39,35,18.59,9.49,6.443
18,40,35,18.59,9.73,6.611
18,41,35,18.59,9.97,6.779
18,42,35,18.59,10.22,6.954
18,43,35,18.59,10.46,7.122
18,44,35,18.59,10.70,7.29
18,45,35,18.59,10.95,7.465
18,46,35,18.59,11.19,7.633
18,47,35,18.59,11.43,7.801
18,48,35,18.59,11.68,7.976
18,49,35,18.59,11.92,8.144
18,50,35,18.59,12.16,8.312
18,51,35,18.59,12.41,8.487
18,52,35,18.59,12.65,8.655
18,53,35,18.59,12.89,8.823
18,54,35,18.59,13.14,8.998
18,55,35,18.59,13.38,9.166
18,56,35,18.59,13.62,9.334
18,57,35,18.59,13.87,9.509
18,58,35,18.59,14.11,9.677
18,59,35,18.59,14.35,9.845
18,60,35,18.59,14.60,10.02
18,61,35,18.59,14.84,10.188
18,62,35,18.59,15.08,10.356
18,63,35,18.59,15.33,10.531
18,64,35,18.59,15.57,10.699
18,65,35,18.59,15.81,10.867
18,66,35,18.59,16.06,11.042
18,67,35,18.59,16.30,11.21
18,68,35,18.59,16.54,11.378
18,69,35,18.59,16.79,11.553
18,70,35,18.59,17.03,11.721
18,71,35,18.59,17.27,11.889
18,72,35,18.59,17.52,12.064
18,73,35,18.59,17.76,12.232
18,74,35,18.59,18.00,12.4
18,10,36,18.68,2.43,1.501
18,11,36,18.68,2.68,1.676
18,12,36,18.68,2.92,1.844
18,13,36,18.68,3.16,2.012
18,14,36,18.68,3.41,2.187
18,15,36,18.68,3.65,2.355
18,16,36,18.68,3.89,2.523
18,17,36,18.68,4.14,2.698
18,18,36,18.68,4.38,2.866
18,19,36,18.68,4.62,3.034
18,20,36,18.68,4.87,3.209
18,21,36,18.68,5.11,3.377
18,22,36,18.68,5.35,3.545
18,23,36,18.68,5.60,3.72
18,24,36,18.68,5.84,3.888
18,25,36,18.68,6.08,4.056
18,26,36,18.68,6.32,4.224
18,27,36,18.68,6.57,4.399
18,28,36,18.68,6.81,4.567
18,29,36,18.68,7.05,4.735
18,30,36,18.68,7.30,4.91
18,31,36,18.68,7.54,5.078
18,32,36,18.68,7.78,5.246
18,33,36,18.68,8.02,5.414
18,34,36,18.68,8.27,5.589
18,35,36,18.68,8.51,5.757
18,36,36,18.68,8.76,5.932
18,37,36,18.68,9.00,6.1
18,38,36,18.68,9.24,6.268
18,39,36,18.68,9.49,6.443
18,40,36,18.68,9.73,6.611
18,41,36,18.68,9.97,6.779
18,42,36,18.68,10.22,6.954
18,43,36,18.68,10.46,7.122
18,44,36,18.68,10.70,7.29
18,45,36,18.68,10.95,7.465
18,46,36,18.68,11.19,7.633
18,47,36,18.68,11.43,7.801
18,48,36,18.68,11.68,7.976
18,49,36,18.68,11.92,8.144
18,50,36,18.68,12.16,8.312
18,51,36,18.68,12.41,8.487
18,52,36,18.68,12.65,8.655
18,53,36,18.68,12.89,8.823
18,54,36,18.68,13.14,8.998
18,55,36,18.68,13.38,9.166
18,56,36,18.68,13.62,9.334
18,57,36,18.68,13.87,9.509
18,58,36,18.68,14.11,9.677
18,59,36,18.68,14.35,9.845
18,60,36,18.68,14.60,10.02
18,61,36,18.68,14.84,10.188
18,62,36,18.68,15.08,10.356
18,63,36,18.68,15.33,10.531
18,64,36,18.68,15.57,10.699
18,65,36,18.68,15.81,10.867
18,66,36,18.68,16.06,11.042
18,67,36,18.68,16.30,11.21
18,68,36,18.68,16.54,11.378
18,69,36,18.68,16.79,11.553
18,70,36,18.68,17.03,11.721
18,71,36,18.68,17.27,11.889
18,72,36,18.68,17.52,12.064
18,73,36,18.68,17.76,12.232
18,74,36,18.68,18.00,12.4
18,10,37,18.77,2.43,1.501
18,11,37,18.77,2.68,1.676
18,12,37,18.77,2.92,1.844
18,13,37,18.77,3.16,2.012
18,14,37,18.77,3.41,2.187
18,15,37,18.77,3.65,2.355
18,16,37,18.77,3.89,2.523
18,17,37,18.77,4.14,2.698
18,18,37,18.77,4.38,2.866
18,19,37,18.77,4.62,3.034
18,20,37,18.77,4.87,3.209
18,21,37,18.77,5.11,3.377
18,22,37,18.77,5.35,3.545
18,23,37,18.77,5.60,3.72
18,24,37,18.77,5.84,3.888
18,25,37,18.77,6.08,4.056
18,26,37,18.77,6.32,4.224
18,27,37,18.77,6.57,4.399
18,28,37,18.77,6.81,4.567
18,29,37,18.77,7.05,4.735
18,30,37,18.77,7.30,4.91
18,31,37,18.77,7.54,5.078
18,32,37,18.77,7.78,5.246
18,33,37,18.77,8.02,5.414
18,34,37,18.77,8.27,5.589
18,35,37,18.77,8.51,5.757
18,36,37,18.77,8.76,5.932
18,37,37,18.77,9.00,6.1
18,38,37,18.77,9.24,6.268
18,39,37,18.77,9.49,6.443
18,40,37,18.77,9.73,6.611
18,41,37,18.77,9.97,6.779
18,42,37,18.77,10.22,6.954
18,43,37,18.77,10.46,7.122
18,44,37,18.77,10.70,7.29
18,45,37,18.77,10.95,7.465
18,46,37,18.77,11.19,7.633
18,47,37,18.77,11.43,7.801
18,48,37,18.77,11.68,7.976
18,49,37,18.77,11.92,8.144
18,50,37,18.77,12.16,8.312
18,51,37,18.77,12.41,8.487
18,52,37,18.77,12.65,8.655
18,53,37,18.77,12.89,8.823
18,54,37,18.77,13.14,8.998
18,55,37,18.77,13.38,9.166
18,56,37,18.77,13.62,9.334
18,57,37,18.77,13.87,9.509
18,58,37,18.77,14.11,9.677
18,59,37,18.77,14.35,9.845
18,60,37,18.77,14.60,10.02
18,61,37,18.77,14.84,10.188
18,62,37,18.77,15.08,10.356
18,63,37,18.77,15.33,10.531
18,64,37,18.77,15.57,10.699
18,65,37,18.77,15.81,10.867
18,66,37,18.77,16.06,11.042
18,67,37,18.77,16.30,11.21
18,68,37,18.77,16.54,11.378
18,69,37,18.77,16.79,11.553
18,70,37,18.77,17.03,11.721
18,71,37,18.77,17.27,11.889
18,72,37,18.77,17.52,12.064
18,73,37,18.77,17.76,12.232
18,74,37,18.77,18.00,12.4
18,10,38,18.86,2.43,1.501
18,11,38,18.86,2.68,1.676
18,12,38,18.86,2.92,1.844
18,13,38,18.86,3.16,2.012
18,14,38,18.86,3.41,2.187
18,15,38,18.86,3.65,2.355
18,16,38,18.86,3.89,2.523
18,17,38,18.86,4.14,2.698
18,18,38,18.86,4.38,2.866
18,19,38,18.86,4.62,3.034
18,20,38,18.86,4.87,3.209
18,21,38,18.86,5.11,3.377
18,22,38,18.86,5.35,3.545
18,23,38,18.86,5.60,3.72
18,24,38,18.86,5.84,3.888
18,25,38,18.86,6.08,4.056
18,26,38,18.86,6.32,4.224
18,27,38,18.86,6.57,4.399
18,28,38,18.86,6.81,4.567
18,29,38,18.86,7.05,4.735
18,30,38,18.86,7.30,4.91
18,31,38,18.86,7.54,5.078
18,32,38,18.86,7.78,5.246
18,33,38,18.86,8.02,5.414
18,34,38,18.86,8.27,5.589
18,35,38,18.86,8.51,5.757
18,36,38,18.86,8.76,5.932
18,37,38,18.86,9.00,6.1
18,38,38,18.86,9.24,6.268
18,39,38,18.86,9.49,6.443
18,40,38,18.86,9.73,6.611
18,41,38,18.86,9.97,6.779
18,42,38,18.86,10.22,6.954
18,43,38,18.86,10.46,7.122
18,44,38,18.86,10.70,7.29
18,45,38,18.86,10.95,7.465
18,46,38,18.86,11.19,7.633
18,47,38,18.86,11.43,7.801
18,48,38,18.86,11.68,7.976
18,49,38,18.86,11.92,8.144
18,50,38,18.86,12.16,8.312
18,51,38,18.86,12.41,8.487
18,52,38,18.86,12.65,8.655
18,53,38,18.86,12.89,8.823
18,54,38,18.86,13.14,8.998
18,55,38,18.86,13.38,9.166
18,56,38,18.86,13.62,9.334
18,57,38,18.86,13.87,9.509
18,58,38,18.86,14.11,9.677
18,59,38,18.86,14.35,9.845
18,60,38,18.86,14.60,10.02
18,61,38,18.86,14.84,10.188
18,62,38,18.86,15.08,10.356
18,63,38,18.86,15.33,10.531
18,64,38,18.86,15.57,10.699
18,65,38,18.86,15.81,10.867
18,66,38,18.86,16.06,11.042
18,67,38,18.86,16.30,11.21
18,68,38,18.86,16.54,11.378
18,69,38,18.86,16.79,11.553
18,70,38,18.86,17.03,11.721
18,71,38,18.86,17.27,11.889
18,72,38,18.86,17.52,12.064
18,73,38,18.86,17.76,12.232
18,74,38,18.86,18.00,12.4
18,10,39,18.95,2.43,1.501
18,11,39,18.95,2.68,1.676
18,12,39,18.95,2.92,1.844
18,13,39,18.95,3.16,2.012
18,14,39,18.95,3.41,2.187
18,15,39,18.95,3.65,2.355
18,16,39,18.95,3.89,2.523
18,17,39,18.95,4.14,2.698
18,18,39,18.95,4.38,2.866
18,19,39,18.95,4.62,3.034
18,20,39,18.95,4.87,3.209
18,21,39,18.95,5.11,3.377
18,22,39,18.95,5.35,3.545
18,23,39,18.95,5.60,3.72
18,24,39,18.95,5.84,3.888
18,25,39,18.95,6.08,4.056
18,26,39,18.95,6.32,4.224
18,27,39,18.95,6.57,4.399
18,28,39,18.95,6.81,4.567
18,29,39,18.95,7.05,4.735
18,30,39,18.95,7.30,4.91
18,31,39,18.95,7.54,5.078
18,32,39,18.95,7.78,5.246
18,33,39,18.95,8.02,5.414
18,34,39,18.95,8.27,5.589
18,35,39,18.95,8.51,5.757
18,36,39,18.95,8.76,5.932
18,37,39,18.95,9.00,6.1
18,38,39,18.95,9.24,6.268
18,39,39,18.95,9.49,6.443
18,40,39,18.95,9.73,6.611
18,41,39,18.95,9.97,6.779
18,42,39,18.95,10.22,6.954
18,43,39,18.95,10.46,7.122
18,44,39,18.95,10.70,7.29
18,45,39,18.95,10.95,7.465
18,46,39,18.95,11.19,7.633
18,47,39,18.95,11.43,7.801
18,48,39,18.95,11.68,7.976
18,49,39,18.95,11.92,8.144
18,50,39,18.95,12.16,8.312
18,51,39,18.95,12.41,8.487
18,52,39,18.95,12.65,8.655
18,53,39,18.95,12.89,8.823
18,54,39,18.95,13.14,8.998
18,55,39,18.95,13.38,9.166
18,56,39,18.95,13.62,9.334
18,57,39,18.95,13.87,9.509
18,58,39,18.95,14.11,9.677
18,59,39,18.95,14.35,9.845
18,60,39,18.95,14.60,10.02
18,61,39,18.95,14.84,10.188
18,62,39,18.95,15.08,10.356
18,63,39,18.95,15.33,10.531
18,64,39,18.95,15.57,10.699
18,65,39,18.95,15.81,10.867
18,66,39,18.95,16.06,11.042
18,67,39,18.95,16.30,11.21
18,68,39,18.95,16.54,11.378
18,69,39,18.95,16.79,11.553
18,70,39,18.95,17.03,11.721
18,71,39,18.95,17.27,11.889
18,72,39,18.95,17.52,12.064
18,73,39,18.95,17.76,12.232
18,74,39,18.95,18.00,12.4
18,10,40,19.04,2.43,1.501
18,11,40,19.04,2.68,1.676
18,12,40,19.04,2.92,1.844
18,13,40,19.04,3.16,2.012
18,14,40,19.04,3.41,2.187
18,15,40,19.04,3.65,2.355
18,16,40,19.04,3.89,2.523
18,17,40,19.04,4.14,2.698
18,18,40,19.04,4.38,2.866
18,19,40,19.04,4.62,3.034
18,20,40,19.04,4.87,3.209
18,21,40,19.04,5.11,3.377
18,22,40,19.04,5.35,3.545
18,23,40,19.04,5.60,3.72
18,24,40,19.04,5.84,3.888
18,25,40,19.04,6.08,4.056
18,26,40,19.04,6.32,4.224
18,27,40,19.04,6.57,4.399
18,28,40,19.04,6.81,4.567
18,29,40,19.04,7.05,4.735
18,30,40,19.04,7.30,4.91
18,31,40,19.04,7.54,5.078
18,32,40,19.04,7.78,5.246
18,33,40,19.04,8.02,5.414
18,34,40,19.04,8.27,5.589
18,35,40,19.04,8.51,5.757
18,36,40,19.04,8.76,5.932
18,37,40,19.04,9.00,6.1
18,38,40,19.04,9.24,6.268
18,39,40,19.04,9.49,6.443
18,40,40,19.04,9.73,6.611
18,41,40,19.04,9.97,6.779
18,42,40,19.04,10.22,6.954
18,43,40,19.04,10.46,7.122
18,44,40,19.04,10.70,7.29
18,45,40,19.04,10.95,7.465
18,46,40,19.04,11.19,7.633
18,47,40,19.04,11.43,7.801
18,48,40,19.04,11.68,7.976
18,49,40,19.04,11.92,8.144
18,50,40,19.04,12.16,8.312
18,51,40,19.04,12.41,8.487
18,52,40,19.04,12.65,8.655
18,53,40,19.04,12.89,8.823
18,54,40,19.04,13.14,8.998
18,55,40,19.04,13.38,9.166
18,56,40,19.04,13.62,9.334
18,57,40,19.04,13.87,9.509
18,58,40,19.04,14.11,9.677
18,59,40,19.04,14.35,9.845
18,60,40,19.04,14.60,10.02
18,61,40,19.04,14.84,10.188
18,62,40,19.04,15.08,10.356
18,63,40,19.04,15.33,10.531
18,64,40,19.04,15.57,10.699
18,65,40,19.04,15.81,10.867
18,66,40,19.04,16.06,11.042
18,67,40,19.04,16.30,11.21
18,68,40,19.04,16.54,11.378
18,69,40,19.04,16.79,11.553
18,70,40,19.04,17.03,11.721
18,71,40,19.04,17.27,11.889
18,72,40,19.04,17.52,12.064
18,73,40,19.04,17.76,12.232
18,74,40,19.04,18.00,12.4
19,10,17,18.32,2.42,1.494
19,11,17,18.32,2.67,1.669
19,12,17,18.32,2.91,1.837
19,13,17,18.32,3.15,2.005
19,14,17,18.32,3.39,2.173
19,15,17,18.32,3.63,2.341
19,16,17,18.32,3.86,2.502
19,17,17,18.32,4.12,2.684
19,18,17,18.32,4.36,2.852
19,19,17,18.32,4.60,3.02
19,20,17,18.32,4.85,3.195
19,21,17,18.32,5.09,3.363
19,22,17,18.32,5.33,3.531
19,23,17,18.32,5.57,3.699
19,24,17,18.32,5.81,3.867
19,25,17,18.32,6.06,4.042
19,26,17,18.32,6.30,4.21
19,27,17,18.32,6.54,4.378
19,28,17,18.32,6.78,4.546
19,29,17,18.32,7.03,4.721
19,30,17,18.32,7.27,4.889
19,31,17,18.32,7.51,5.057
19,32,17,18.32,7.75,5.225
19,33,17,18.32,8.00,5.4
19,34,17,18.32,8.24,5.568
19,35,17,18.32,8.48,5.736
19,36,17,18.32,8.72,5.904
19,37,17,18.32,8.96,6.072
19,38,17,18.32,9.21,6.247
19,39,17,18.32,9.45,6.415
19,40,17,18.32,9.69,6.583
19,41,17,18.32,9.93,6.751
19,42,17,18.32,10.18,6.926
19,43,17,18.32,10.42,7.094
19,44,17,18.32,10.66,7.262
19,45,17,18.32,10.90,7.43
19,46,17,18.32,11.15,7.605
19,47,17,18.32,11.39,7.773
19,48,17,18.32,11.63,7.941
19,49,17,18.32,11.87,8.109
19,50,17,18.32,12.11,8.277
19,51,17,18.32,12.35,8.445
19,52,17,18.32,12.60,8.62
19,53,17,18.32,12.82,8.774
19,54,17,18.32,13.08,8.956
19,55,17,18.32,13.33,9.131
19,56,17,18.32,13.57,9.299
19,57,17,18.32,13.81,9.467
19,58,17,18.32,14.05,9.635
19,59,17,18.32,14.29,9.803
19,60,17,18.32,14.54,9.978
19,61,17,18.32,14.78,10.146
19,62,17,18.32,15.02,10.314
19,63,17,18.32,15.26,10.482
19,64,17,18.32,15.51,10.657
19,65,17,18.32,15.75,10.825
19,66,17,18.32,16.00,11
19,67,17,18.32,16.23,11.161
19,68,17,18.32,16.48,11.336
19,69,17,18.32,16.72,11.504
19,70,17,18.32,16.96,11.672
19,71,17,18.32,17.20,11.84
19,72,17,18.32,17.44,12.008
19,73,17,18.32,17.69,12.183
19,74,17,18.32,17.93,12.351
19,75,17,18.32,18.17,12.519
19,76,17,18.32,18.41,12.687
19,77,17,18.32,18.66,12.862
19,78,17,18.32,18.90,13.03
19,10,18,18.38,2.42,1.494
19,11,18,18.38,2.67,1.669
19,12,18,18.38,2.91,1.837
19,13,18,18.38,3.15,2.005
19,14,18,18.38,3.39,2.173
19,15,18,18.38,3.63,2.341
19,16,18,18.38,3.86,2.502
19,17,18,18.38,4.12,2.684
19,18,18,18.38,4.36,2.852
19,19,18,18.38,4.60,3.02
19,20,18,18.38,4.85,3.195
19,21,18,18.38,5.09,3.363
19,22,18,18.38,5.33,3.531
19,23,18,18.38,5.57,3.699
19,24,18,18.38,5.81,3.867
19,25,18,18.38,6.06,4.042
19,26,18,18.38,6.30,4.21
19,27,18,18.38,6.54,4.378
19,28,18,18.38,6.78,4.546
19,29,18,18.38,7.03,4.721
19,30,18,18.38,7.27,4.889
19,31,18,18.38,7.51,5.057
19,32,18,18.38,7.75,5.225
19,33,18,18.38,8.00,5.4
19,34,18,18.38,8.24,5.568
19,35,18,18.38,8.48,5.736
19,36,18,18.38,8.72,5.904
19,37,18,18.38,8.96,6.072
19,38,18,18.38,9.21,6.247
19,39,18,18.38,9.45,6.415
19,40,18,18.38,9.69,6.583
19,41,18,18.38,9.93,6.751
19,42,18,18.38,10.18,6.926
19,43,18,18.38,10.42,7.094
19,44,18,18.38,10.66,7.262
19,45,18,18.38,10.90,7.43
19,46,18,18.38,11.15,7.605
19,47,18,18.38,11.39,7.773
19,48,18,18.38,11.63,7.941
19,49,18,18.38,11.87,8.109
19,50,18,18.38,12.11,8.277
19,51,18,18.38,12.35,8.445
19,52,18,18.38,12.60,8.62
19,53,18,18.38,12.82,8.774
19,54,18,18.38,13.08,8.956
19,55,18,18.38,13.33,9.131
19,56,18,18.38,13.57,9.299
19,57,18,18.38,13.81,9.467
19,58,18,18.38,14.05,9.635
19,59,18,18.38,14.29,9.803
19,60,18,18.38,14.54,9.978
19,61,18,18.38,14.78,10.146
19,62,18,18.38,15.02,10.314
19,63,18,18.38,15.26,10.482
19,64,18,18.38,15.51,10.657
19,65,18,18.38,15.75,10.825
19,66,18,18.38,16.00,11
19,67,18,18.38,16.23,11.161
19,68,18,18.38,16.48,11.336
19,69,18,18.38,16.72,11.504
19,70,18,18.38,16.96,11.672
19,71,18,18.38,17.20,11.84
19,72,18,18.38,17.44,12.008
19,73,18,18.38,17.69,12.183
19,74,18,18.38,17.93,12.351
19,75,18,18.38,18.17,12.519
19,76,18,18.38,18.41,12.687
19,77,18,18.38,18.66,12.862
19,78,18,18.38,18.90,13.03
